Prénom,Nom,Adresse,Téléphone,Numéro d'étudiant,Adresse courriel,Mot de passe,Code permanent,Sexe,Date de naissance,Session d'études,Profil de formation de l'étudiant,Sigle du cours,Titre du cours,Note finale du cours,Nom du programme,Numéro du programme,Profil de formation du programme
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Hiver 2021,Lettres et langues,HIS 2002,Histoire culturelle du comique au Québec,A,Programme court en littérature populaire,114,Littérature populaire
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Hiver 2021,Lettres et langues,LIT 4001,Littérature de masse,A,Programme court en littérature populaire,114,Littérature populaire
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Hiver 2021,Lettres et langues,LIT 4003,Bandde dessinée et figuration narrative,A,Programme court en littérature populaire,114,Littérature populaire
Jacob,Lévesque,"2993 Rue Belcourt, Longueuil, QC J4M 2C2",579-428-1983,92547351,levesque.jacob@univ.teluq.ca,LEVJ92547351,LEVJ25038409,Masculin,25-03-1984,Hiver 2021,Lettres et langues,LIT 4004,Littérature pour enfants,A,Programme court en littérature populaire,114,Littérature populaire
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Été 2021,Administration,ADM 1002,Initiation à la gestion,B,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Été 2021,Administration,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",B,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Été 2021,Administration,SCO 1205,Initiation à la comptabilité financière,A,Certificat en administration de services,4480,Administration de services
Avery,Lefevre,"3495 Rue Perras, Saint-Hubert, QC J3Y 4E5",579-354-9138,68354903,lefevre.avery@univ.teluq.ca,LEFA68354903,LEFA12089027,Feminin,12/8/1990,Été 2021,Administration,ADM 1420,Gestion des opérations,B,Certificat en administration de services,4480,Administration de services
Adrien,Poulin,"2264 Pl. Valois, Laval, QC H7M 4H5",450-374-7849,46386093,poulin.adrien@univ.teluq.ca,POUA46386093,POUA24028608,Masculin,24-02-1986,Hiver 2020,Éducation,TED 6312,Ingénierie pédagogique et technologies éducatives,B,Programme court en design pédagogique,638,Design pédagogique
Adrien,Poulin,"2264 Pl. Valois, Laval, QC H7M 4H5",450-374-7849,46386093,poulin.adrien@univ.teluq.ca,POUA46386093,POUA24028608,Masculin,24-02-1986,Hiver 2020,Éducation,TED 6313,Projet d'ingénierie technopédagogique,A,Programme court en design pédagogique,638,Design pédagogique
Adrien,Poulin,"2264 Pl. Valois, Laval, QC H7M 4H5",450-374-7849,46386093,poulin.adrien@univ.teluq.ca,POUA46386093,POUA24028608,Masculin,24-02-1986,Hiver 2020,Éducation,TED 6210,Stratégies pédagogiques: une approche cognitive,A,Programme court en design pédagogique,638,Design pédagogique
Adrien,Poulin,"2264 Pl. Valois, Laval, QC H7M 4H5",450-374-7849,46386093,poulin.adrien@univ.teluq.ca,POUA46386093,POUA24028608,Masculin,24-02-1986,Hiver 2020,Éducation,TED 6350,Technologie de diffusion de la formation,B,Programme court en design pédagogique,638,Design pédagogique
Margot,Drapeau,"205 Rue Vaudreuil, Laval, QC H7M 3N4",438-564-9036,36597128,drapeau.margot@univ.teluq.ca,DRAM36597128,DRAM17078509,Feminin,17-07-1985,Hiver 2021,Gestion des technologies de l'information,ADM 6010,Marketing en affaires électroniques,A,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Margot,Drapeau,"205 Rue Vaudreuil, Laval, QC H7M 3N4",438-564-9036,36597128,drapeau.margot@univ.teluq.ca,DRAM36597128,DRAM17078509,Feminin,17-07-1985,Hiver 2021,Gestion des technologies de l'information,ADM 6020,Stratégies en affaires électroniques,C,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Margot,Drapeau,"205 Rue Vaudreuil, Laval, QC H7M 3N4",438-564-9036,36597128,drapeau.margot@univ.teluq.ca,DRAM36597128,DRAM17078509,Feminin,17-07-1985,Hiver 2021,Gestion des technologies de l'information,ADM 6030,Gestion des risques en affaires électroniques,B,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Margot,Drapeau,"205 Rue Vaudreuil, Laval, QC H7M 3N4",438-564-9036,36597128,drapeau.margot@univ.teluq.ca,DRAM36597128,DRAM17078509,Feminin,17-07-1985,Hiver 2021,Gestion des technologies de l'information,ADM 6040,Gestion stratégique des technologies de l'information,B,Programme court en gestion de la transformation numérique,9362,Gestion de la transformation numérique
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Automne 2020,Administration (économie),ECO 1300,Analyse microéconomique,A,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Automne 2020,Administration (économie),ECO 2400,Analyse macroéconomique,B,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Automne 2020,Administration (économie),ECO 2021,Administration (économie) responsable,C,Programme court en Administration (économie),979,Administration (économie)
Kayla,Pelletier,"64 Rue de Vimy, Laval, QC H7M 1T4",450-167-9628,56473967,pelletier.keyle@univ.teluq.ca,PELK56473967,PELK18109104,Feminin,18-10-1991,Automne 2020,Administration (économie),ECO 2023,"Corruption, blanchiment d'argent et évasion fiscale internationale: comment s'en protéger?",B,Programme court en Administration (économie),979,Administration (économie)
Noah,Bourget,"1905 Rue Verreault, Laval, QC H7M 2Y9",438-368-2648,19045376,bourget.noah@univ.teluq.ca,BOUN19045376,BOUN16118809,Masculin,16-11-1988,Été 2020,Droit,DRT 1060,Droit des affaires,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Noah,Bourget,"1905 Rue Verreault, Laval, QC H7M 2Y9",438-368-2648,19045376,bourget.noah@univ.teluq.ca,BOUN19045376,BOUN16118809,Masculin,16-11-1988,Été 2020,Droit,DRT 1062,Gouvernance de l'entreprise et responsabilités juridiques des administrateurs,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Noah,Bourget,"1905 Rue Verreault, Laval, QC H7M 2Y9",438-368-2648,19045376,bourget.noah@univ.teluq.ca,BOUN19045376,BOUN16118809,Masculin,16-11-1988,Été 2020,Droit,DRT 1080,Droit du travail au Québec,B,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Noah,Bourget,"1905 Rue Verreault, Laval, QC H7M 2Y9",438-368-2648,19045376,bourget.noah@univ.teluq.ca,BOUN19045376,BOUN16118809,Masculin,16-11-1988,Été 2020,Droit,DRT 1910,Aspects juridiques pour planificateurs financiers,C,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Automne 2021,Sciences,ENV 3013,Écotoxicologie,B,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Automne 2021,Sciences,ENV 3017,Santé et environnement,A,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Automne 2021,Sciences,INF 1250,Introduction aux bases de données,A,Certificat en science et technologie,4401,Science et technologie
Tyler,Perreault,"1530 Rue Montauban, Laval, QC H7E 4M5",450-816-5083,18465873,perreault.tyler@univ.teluq.ca,PERT18465873,PERT28068719,Masculin,26-06-1987,Automne 2021,Sciences,INF 1425,Algorithmique et structures de données,B,Certificat en science et technologie,4401,Science et technologie
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Automne 2020,Administration,ADM 3011,Éthique et responsabilité sociale des entreprises,C,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Automne 2020,Administration,ECO 2400,Analyse macroéconomique,A,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Automne 2020,Administration,ADM 4007,Analyse stratégique de l'entreprise,B,Baccalauréat en administration (concentration en management),6768,Administration (management)
Vincent,Allard,"469 Greenoch Ave, Mount Royal, QC H3P 2H3",514-169-4769,90174538,allard.vincent@univ.teluq.ca,ALLV90174538,ALLV16129306,Masculin,16-12-1993,Automne 2020,Administration,ADM 1400,Théories de l'organisation,A,Baccalauréat en administration (concentration en management),6768,Administration (management)
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Automne 2021,Communication,COM 1000,Introduction à la communication,B,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Automne 2021,Communication,COM 1001,Théories de la communication 1,A,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Automne 2021,Communication,COM 3000,Droits et enjeux de la communication,C,Baccalauréat en communication,7887,Communication
Lily-rose,Demers,"1440 Ave Van Horne, Outremont, QC H2V 1L1",514-863-1847,80174659,demers.lily-rose@univ.teluq.ca,DEML80174659,DEML15098907,Feminin,15-09-1989,Automne 2021,Communication,COM 3028,Éducation aux médias et littérature médiatique,A,Baccalauréat en communication,7887,Communication
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Été 2020,Informatique et technologies de l'information,ADM 3028,"Len enjeux éthiques, légaux et sociétaux des TI",B,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Été 2020,Informatique et technologies de l'information,INF 6065,Sécurité des réseaux et des systèmes informatiques,C,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Été 2020,Informatique et technologies de l'information,INF 6070,Technologies sémantiques pour la gestion des connaissances,A,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Sara,Gendron,"6357 Bd Monk, Montréal, QC H4E 3H8",438-618-0365,47634970,gendron.sara@univ.teluq.ca,GENS47634970,GENS22108608,Feminin,22-10-1986,Été 2020,Informatique et technologies de l'information,INF 6107,Web social,B,"Maîtrise en sciences (technologie de l'information), profil sans mémoire",1810,"Sciences (technologie de l'information), profil sans mémoire"
Lea-rose,Marquis,"2435 Rue Allard, Montréal, QC H4E 2L3",514-102-5635,17453863,marquis.lea-rose@univ.teluq.ca,MARL17453863,MARL18069002,Feminin,18-06-1990,Automne 2021,Droit,DRT 1060,Droit des affaires,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Lea-rose,Marquis,"2435 Rue Allard, Montréal, QC H4E 2L3",514-102-5635,17453863,marquis.lea-rose@univ.teluq.ca,MARL17453863,MARL18069002,Feminin,18-06-1990,Automne 2021,Droit,DRT 1062,Gouvernance de l'entreprise et responsabilités juridiques des administrateurs,A,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Lea-rose,Marquis,"2435 Rue Allard, Montréal, QC H4E 2L3",514-102-5635,17453863,marquis.lea-rose@univ.teluq.ca,MARL17453863,MARL18069002,Feminin,18-06-1990,Automne 2021,Droit,DRT 1080,Droit du travail au Québec,B,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Lea-rose,Marquis,"2435 Rue Allard, Montréal, QC H4E 2L3",514-102-5635,17453863,marquis.lea-rose@univ.teluq.ca,MARL17453863,MARL18069002,Feminin,18-06-1990,Automne 2021,Droit,DRT 1910,Aspects juridiques pour planificateurs financiers,C,Programme court en droit et gouvernance de l'entreprise,9007,Droit et gouvernance de l'entreprise
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Automne 2021,Finance,ADM 3011,Éthique et responsabilité sociale des entreprises,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Automne 2021,Finance,ECO 2400,Analyse macroéconomique,B,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Automne 2021,Finance,ADM 1402,Entreprise et société,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Logan,Messier,"4815 Terr. Labrosse, Saint-Hubert, QC J3Y 3E3",579- 482-9047,18563479,messier.logan@univ.teluq.ca,MESL18563479,MESL19059304,Masculin,19-05-1993,Automne 2021,Finance,ADM 4007,Analyse stratégique de l'entreprise,A,Baccalauréat en administration (concentration en comptabilité et finance),6774,Administration (comptabilité et finance)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Été 2020,Administration (économie),ECO 2400,Analyse macroéconomique,B,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Été 2020,Administration (économie),ECO 2011,Administration (économie) du Québec,B,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Été 2020,Administration (économie),ECO 2021,Administration (économie) responsable,A,Programme court en Administration (économie),979,Administration (économie)
Elias,Pigeon,"3388 Rue Paré, Saint-Hubert, QC J3Y 4R8",438-730-4652,80354869,pigeon.elias@univ.teluq.ca,PIGE80354869,PIGE22069401,Masculin,22-06-1994,Été 2020,Administration (économie),ECO 2023,"Corruption, blanchiment d'argent et évasion fiscale internationale: comment s'en protéger?",C,Programme court en Administration (économie),979,Administration (économie)
Olivie,Marois,"3365 Rue Rocheleau, Saint-Hubert, QC J3Y 4T6",579-102-4537,70659352,marois.olivie@univ.teluq.ca,MARO70659352,MARO02029006,Feminin,2/2/1990,Automne 2021,Sciences,ENV 3026,Administration (économie) et gestion du développement durable,B,Certificat en science et technologie,4401,Science et technologie
